modele,kilometrage,puissance,parking,GPS,Climatisation,Boite_auto,Systeme_GetAround,Regulateur,Pneus_hiver,rental_price_per_day,catégorie,type_km,couleur,essence,type
Peugeot,119781,100,True,True,False,False,False,False,True,107,Généraliste,km standard,Gris,diesel,Break
Audi,134189,155,True,True,True,True,True,False,True,127,Premium,km élevé,Gris,diesel,Break
Citroën,149074,135,False,True,True,False,False,False,True,104,Généraliste,km élevé,Blanc,diesel,Break
Audi,178000,160,True,True,True,False,False,False,True,128,Premium,km élevé,Noir,diesel,Break
Audi,197565,120,True,False,False,False,False,False,True,44,Premium,km élevé,Bleu,diesel,Break
Audi,39757,160,True,True,False,True,True,False,True,153,Premium,km faible,Gris,diesel,Break
Audi,128249,190,True,True,False,False,True,True,True,142,Premium,km élevé,Noir,diesel,Break
Renault,300676,120,True,True,False,False,True,False,True,87,Généraliste,km élevé,Blanc,diesel,Break
Renault,179339,120,True,True,False,False,False,False,True,109,Généraliste,km élevé,Gris,diesel,Break
Peugeot,143218,100,True,True,False,False,False,False,True,109,Généraliste,km élevé,Argent,diesel,Break
Citroën,137833,120,True,False,False,False,False,False,True,78,Généraliste,km élevé,Gris,essence,Break
Peugeot,236591,100,True,True,False,False,False,False,True,82,Généraliste,km élevé,Gris,diesel,Break
Citroën,304719,110,True,True,False,False,False,False,True,65,Généraliste,km élevé,Noir,essence,Break
Citroën,171275,120,True,True,False,False,True,False,True,108,Généraliste,km élevé,Bleu,diesel,Break
PGO,107464,190,False,False,False,False,False,False,False,129,Niche,km standard,Gris,diesel,Break
Citroën,201589,137,True,True,False,False,True,True,True,122,Généraliste,km élevé,Blanc,diesel,Break
Renault,162610,135,False,True,False,True,True,False,True,143,Généraliste,km élevé,Blanc,diesel,Break
Peugeot,206361,105,False,True,False,False,False,True,True,107,Généraliste,km élevé,Bleu,diesel,Break
Citroën,114413,120,True,True,False,False,False,False,True,119,Généraliste,km standard,Marron,diesel,Break
Citroën,148909,135,False,False,False,False,False,False,False,28,Généraliste,km élevé,Bleu,diesel,Break
Citroën,111093,135,True,True,True,False,True,True,True,142,Généraliste,km standard,Noir,diesel,Break
Audi,193694,160,True,True,False,False,True,True,True,138,Premium,km élevé,Marron,diesel,Break
Citroën,187837,135,True,True,False,True,True,True,True,124,Généraliste,km élevé,Noir,diesel,Break
Peugeot,198080,105,False,True,False,False,False,True,True,107,Généraliste,km élevé,Argent,diesel,Break
Renault,75367,120,True,True,True,False,False,False,True,132,Généraliste,km standard,Marron,diesel,Break
Renault,191841,135,True,True,True,False,True,True,True,139,Généraliste,km élevé,Noir,diesel,Break
BMW,112349,130,False,False,False,False,False,False,True,97,Premium,km standard,Blanc,diesel,Break
Peugeot,83117,105,False,True,False,False,True,False,True,139,Généraliste,km standard,Blanc,diesel,Break
Renault,160986,135,False,True,True,False,True,False,True,122,Généraliste,km élevé,Bleu,diesel,Break
Peugeot,177825,100,True,True,False,False,False,False,True,99,Généraliste,km élevé,Argent,diesel,Break
Audi,109270,190,True,False,False,False,True,True,True,144,Premium,km standard,Noir,diesel,Break
Peugeot,120833,100,False,False,True,False,False,False,True,90,Généraliste,km élevé,Noir,diesel,Break
Renault,148637,85,False,True,False,False,False,False,True,101,Généraliste,km élevé,Marron,diesel,Break
Renault,246501,120,False,True,False,False,False,False,True,74,Généraliste,km élevé,Gris,diesel,Break
Renault,174042,135,False,True,False,False,True,False,True,136,Généraliste,km élevé,Noir,diesel,Break
Peugeot,109416,105,False,True,False,False,False,False,True,120,Généraliste,km standard,Noir,diesel,Break
Renault,261161,120,True,True,True,False,True,False,True,71,Généraliste,km élevé,Noir,diesel,Break
Peugeot,148429,100,False,True,False,False,False,True,True,102,Généraliste,km élevé,Argent,diesel,Break
Citroën,174604,122,False,True,False,False,False,False,True,112,Généraliste,km élevé,Noir,diesel,Break
Audi,102732,160,False,True,False,False,True,False,True,142,Premium,km standard,Gris,diesel,Break
Peugeot,115521,100,False,True,False,False,False,False,True,104,Généraliste,km standard,Noir,diesel,Break
Peugeot,164550,100,False,False,False,False,False,False,True,70,Généraliste,km élevé,Noir,diesel,Break
Renault,144165,85,False,True,False,False,False,False,True,109,Généraliste,km élevé,Gris,diesel,Break
Renault,273538,100,True,False,False,False,False,False,True,36,Généraliste,km élevé,Argent,diesel,Break
Citroën,148188,135,False,True,False,False,True,True,True,118,Généraliste,km élevé,Noir,diesel,Break
Renault,157807,120,True,True,False,False,False,False,True,117,Généraliste,km élevé,Bleu,diesel,Break
Audi,191233,190,True,True,False,False,True,False,True,129,Premium,km élevé,Gris,diesel,Break
Citroën,164973,135,False,False,False,False,False,False,True,28,Généraliste,km élevé,Bleu,diesel,Break
Renault,84454,120,True,True,False,False,True,False,True,146,Généraliste,km standard,Marron,diesel,Break
Citroën,183569,135,False,True,False,False,False,False,True,103,Généraliste,km élevé,Marron,diesel,Break
Citroën,110239,135,False,True,False,True,True,True,True,124,Généraliste,km standard,Blanc,diesel,Break
Citroën,158735,135,False,True,False,False,False,False,True,118,Généraliste,km élevé,Argent,diesel,Break
Citroën,100669,120,True,False,False,False,True,False,True,112,Généraliste,km standard,Noir,diesel,Break
Renault,80381,85,False,True,False,False,False,False,True,88,Généraliste,km standard,Gris,diesel,Break
Peugeot,88562,100,False,False,False,False,False,False,True,97,Généraliste,km standard,Noir,diesel,Break
Renault,105886,135,False,True,False,False,True,False,True,129,Généraliste,km standard,Blanc,diesel,Break
Renault,123492,120,True,True,False,False,False,False,True,120,Généraliste,km élevé,Noir,diesel,Break
Citroën,38620,135,False,True,False,True,False,False,True,140,Généraliste,km faible,Gris,diesel,Break
Peugeot,139736,100,False,False,False,False,False,False,True,76,Généraliste,km élevé,Gris,diesel,Break
Citroën,110286,120,False,False,True,False,False,False,False,77,Généraliste,km standard,Bleu,diesel,Break
Renault,157485,85,False,True,False,False,False,False,True,92,Généraliste,km élevé,Marron,diesel,Break
Renault,145050,120,True,True,False,False,True,True,True,126,Généraliste,km élevé,Noir,diesel,Break
Citroën,175035,135,True,True,False,False,True,False,True,91,Généraliste,km élevé,Noir,diesel,Break
Audi,137237,160,True,True,False,False,True,True,True,136,Premium,km élevé,Marron,diesel,Break
Audi,197468,120,True,False,False,False,False,False,True,44,Premium,km élevé,Bleu,diesel,Break
Renault,225684,110,True,True,False,False,False,False,True,76,Généraliste,km élevé,Argent,diesel,Break
Peugeot,150658,105,False,True,False,False,True,False,True,115,Généraliste,km élevé,Gris,diesel,Break
Peugeot,157661,100,False,True,False,False,False,False,True,88,Généraliste,km élevé,Bleu,diesel,Break
Renault,127445,85,True,True,False,False,True,True,True,105,Généraliste,km élevé,Gris,diesel,Break
Renault,52378,120,True,True,False,False,True,False,True,150,Généraliste,km standard,Noir,diesel,Break
Audi,88459,100,True,True,False,False,False,False,True,123,Premium,km standard,Noir,diesel,Break
Renault,162756,85,True,True,False,False,False,False,True,106,Généraliste,km élevé,Gris,diesel,Break
Peugeot,216472,105,True,True,False,False,True,True,True,94,Généraliste,km élevé,Noir,diesel,Break
Peugeot,178160,100,True,True,True,False,True,True,True,111,Généraliste,km élevé,Gris,diesel,Break
Peugeot,237294,100,True,True,False,False,False,False,True,82,Généraliste,km élevé,Gris,diesel,Break
Renault,140380,135,False,True,False,True,True,False,True,140,Généraliste,km élevé,Noir,diesel,Break
Audi,130343,160,False,True,False,False,False,False,True,127,Premium,km élevé,Argent,diesel,Break
Audi,261166,150,True,True,True,False,True,True,True,118,Premium,km élevé,Noir,diesel,Break
Renault,171516,135,False,True,False,False,True,False,True,123,Généraliste,km élevé,Noir,diesel,Break
Citroën,78520,135,False,False,False,False,False,False,False,131,Généraliste,km standard,Argent,diesel,Break
Citroën,221832,120,True,True,False,False,True,False,True,107,Généraliste,km élevé,Gris,diesel,Break
Audi,98377,160,True,True,False,True,True,False,True,152,Premium,km standard,Noir,diesel,Break
Peugeot,134156,105,False,True,False,False,False,False,False,10,Généraliste,km élevé,Gris,diesel,Break
Renault,109653,135,True,True,True,False,True,True,True,146,Généraliste,km standard,Gris,diesel,Break
Renault,114112,135,False,True,False,False,True,False,True,132,Généraliste,km standard,Noir,diesel,Break
Peugeot,223953,90,True,False,False,False,False,False,True,65,Généraliste,km élevé,Gris,diesel,Break
Audi,241412,190,True,True,False,True,True,False,True,110,Premium,km élevé,Bleu,diesel,Break
Citroën,145981,122,True,True,False,False,True,True,True,126,Généraliste,km élevé,Argent,diesel,Break
Renault,176695,135,True,True,True,False,True,True,True,125,Généraliste,km élevé,Gris,diesel,Break
Citroën,147073,122,True,True,False,False,True,False,True,122,Généraliste,km élevé,Noir,diesel,Break
Citroën,136931,135,True,True,False,True,True,False,True,123,Généraliste,km élevé,Gris,diesel,Break
Citroën,207811,122,False,True,False,False,True,False,True,82,Généraliste,km élevé,Noir,diesel,Break
Audi,151272,160,True,True,False,False,True,False,True,138,Premium,km élevé,Noir,diesel,Break
PGO,180401,190,False,True,True,False,True,True,True,120,Niche,km élevé,Blanc,diesel,Break
Citroën,120723,230,True,True,True,True,True,True,True,164,Généraliste,km élevé,Marron,diesel,Break
Audi,260969,150,True,True,True,False,True,True,True,117,Premium,km élevé,Noir,diesel,Break
Audi,157790,100,True,True,False,False,True,False,True,113,Premium,km élevé,Argent,diesel,Break
Audi,169163,160,False,True,True,False,True,False,True,130,Premium,km élevé,Argent,diesel,Break
Renault,127896,135,False,True,True,False,True,False,True,141,Généraliste,km élevé,Noir,diesel,Break
Audi,110978,230,True,True,True,True,True,False,True,172,Premium,km standard,Noir,diesel,Break
Renault,124484,135,False,True,False,True,True,False,True,134,Généraliste,km élevé,Blanc,diesel,Break
Renault,184724,120,True,True,True,False,True,False,True,132,Généraliste,km élevé,Gris,diesel,Break
Citroën,191216,135,False,True,False,False,False,True,True,106,Généraliste,km élevé,Argent,diesel,Break
Peugeot,148986,100,True,True,False,False,False,False,True,111,Généraliste,km élevé,Noir,diesel,Break
Renault,161618,120,True,True,False,False,False,False,True,115,Généraliste,km élevé,Noir,diesel,Break
Audi,124409,230,False,True,True,True,False,True,True,159,Premium,km élevé,Argent,diesel,Break
Renault,152917,100,True,True,False,False,True,True,True,93,Généraliste,km élevé,Gris,diesel,Break
Citroën,126425,120,False,True,False,False,False,False,True,114,Généraliste,km élevé,Rouge,diesel,Break
Audi,289547,145,True,True,True,False,False,True,True,90,Premium,km élevé,Bleu,diesel,Break
Renault,178789,137,True,True,False,False,True,False,True,111,Généraliste,km élevé,Noir,diesel,Break
Audi,103658,230,True,True,True,True,True,False,True,173,Premium,km standard,Gris,diesel,Break
Renault,194522,120,True,True,False,False,False,False,True,110,Généraliste,km élevé,Gris,diesel,Break
Citroën,196992,110,True,True,True,False,False,False,True,73,Généraliste,km élevé,Argent,diesel,Break
Peugeot,173233,105,False,True,False,False,True,False,True,109,Généraliste,km élevé,Gris,diesel,Break
Citroën,182351,135,False,True,False,False,False,False,True,98,Généraliste,km élevé,Marron,diesel,Break
Peugeot,164454,100,True,True,False,False,False,True,True,103,Généraliste,km élevé,Noir,diesel,Break
Renault,137042,120,True,True,False,False,False,False,True,114,Généraliste,km élevé,Gris,diesel,Break
Citroën,99171,135,False,True,True,True,False,False,True,124,Généraliste,km standard,Gris,diesel,Break
PGO,171792,190,False,True,True,False,True,True,True,139,Niche,km élevé,Argent,diesel,Break
Renault,43100,85,False,True,False,False,False,False,True,122,Généraliste,km faible,Noir,diesel,Break
Audi,175235,190,True,True,False,False,True,True,True,158,Premium,km élevé,Blanc,diesel,Break
Citroën,140991,135,False,True,False,True,False,False,True,118,Généraliste,km élevé,Noir,diesel,Break
Audi,95860,190,True,True,True,True,True,False,True,166,Premium,km standard,Marron,diesel,Break
Renault,158574,120,True,True,False,False,False,False,True,113,Généraliste,km élevé,Noir,diesel,Break
Audi,111098,160,False,True,False,False,False,False,True,133,Premium,km standard,Bleu,diesel,Break
Peugeot,144547,105,True,True,False,False,True,True,True,125,Généraliste,km élevé,Noir,diesel,Break
Citroën,120632,135,False,False,False,False,False,False,True,112,Généraliste,km élevé,Gris,diesel,Break
Citroën,110887,120,False,True,True,False,True,True,True,132,Généraliste,km standard,Gris,diesel,Break
Citroën,163108,135,False,False,False,False,True,False,True,106,Généraliste,km élevé,Gris,diesel,Break
Peugeot,166667,100,True,True,False,False,False,False,True,104,Généraliste,km élevé,Marron,diesel,Break
Renault,163299,140,True,True,False,False,True,True,True,135,Généraliste,km élevé,Blanc,diesel,Break
Renault,165418,85,False,False,False,False,True,True,True,106,Généraliste,km élevé,Bleu,diesel,Break
Audi,143062,190,True,True,False,False,False,False,True,128,Premium,km élevé,Bleu,diesel,Break
Citroën,107697,120,True,True,False,False,False,False,True,120,Généraliste,km standard,Bleu,diesel,Break
Renault,362024,110,False,True,False,False,False,False,True,71,Généraliste,km élevé,Noir,diesel,Break
Peugeot,223140,100,False,True,False,False,True,False,True,96,Généraliste,km élevé,Noir,diesel,Break
Citroën,170500,135,True,True,False,False,False,False,True,100,Généraliste,km élevé,Noir,diesel,Break
Peugeot,179647,100,True,True,False,False,True,True,True,113,Généraliste,km élevé,Noir,diesel,Break
Citroën,179338,120,False,True,False,False,False,False,True,110,Généraliste,km élevé,Noir,diesel,Break
